id,nama_tempat,kategori,kota,alamat,deskripsi,lat,long
320,Seafood Ayu,Kuliner,Jakarta Utara,"Jl. Boulevard Bar. Raya No.15, RW.3, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240","Jakarta Utara merupakan surganya makanan laut. Salah satu rumah makan yang menyajikannya adalah Seafood Ayu. Menu seafood andalan di sini antara lain cumi goreng tepung, kepiting saus padang, dan cah taoge teri. Rumah makan tenda di Kelapa Gading ini sudah populer di kalangan masyarakat Ibu Kota sehingga tidak mengejutkan apabila tempat ini selalu ramai dikunjungi pecinta kuliner bahari. Makanan yang ditawarkan hampir sama dengan penjual seafood lainnya. Namun kaki lima berikut ini sudah ada sejak tahunan lalu. Olahan seafood yang dijual sangat segar dan juga rasanya enak.",-6.155113,106.89583
321,Seblak Jeletot Murni,Kuliner,Jakarta Utara,"Jl. Pademangan Raya No.RT.3, RT.5/RW.9, Pademangan Tim., Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 10720","Seblak merupakan makanan khas Sunda berupa kerupuk mentah yang dimasak dengan kuah bercita rasa gurih dan pedas. Salah satu tempat kuliner Jakarta Utara yang menyajikan hidangan ini adalah Seblak Jeletet Murni yang berada di bilangan Pademangan. Restoran minimalis dengan area tempat duduk standar di lantai 2 yang menyajikan seblak klasik saus pedas dan dengan menu utama seblak, tempat ini sangat cocok untuk dikunjungi para penggemar makanan pedas.",-6.140994,106.83959
322,Sepiring Padang,Kuliner,Jakarta Utara,"Jl. Boulevard Raya QF 1 No.1, RT.11/RW.12, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240","Seperti pada umumnya, Sepiring Padang juga menyuguhkan rendang, sate padang, sambal ijo, gulai kepala ikan, dan menu-menu khas masakan padang lainnya. Rekomendasi tempat kuliner Jakarta Utara yang satu ini berada di kawasan Kelapa Gading. Harga menunya sedikit mahal, tetapi sesuai dengan kepuasan yang diperoleh setelah menyantapnya. Di Sepiring Padang, pengunjung akan mendapati suasana yang penuh warna. Tembok di restoran ini dihiasi gambar aneka menu khas Minang seperti gulai nangka dan ayam pop. Bagian langit-langit pun dirancang tak biasa dengan hiasan lampu dan kayu-kayu bernuansa rustic. Di bagian dinding yang lain, sang pemilik menempelkan piring-piring dengan motif antik khas peranakan.",-6.150279,106.909156
323,The Garden PIK (Pantai Indah Kapuk),Kuliner,Jakarta Utara,"Jl. Pantai Indah Kapuk, RT.6/RW.2, Kamal Muara, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470","Sesuai namanya, suasana The Garden ditata layaknya berada di kebun. Tanaman dan bunga-bungaan membuat semarak dan layak menjadi latar foto Instagram. Restoran yang berada di Ruko Garden Hous, Pantai Indah Kapuk ini berdiri sejak 31 Mei 2018. Wisatawan juga dapat nongkrong hingga malam di sini lantaran The Garden buka mulai pukul 11 siang hingga 12 malam setiap Minggu sampai Kamis, Sementara, khusus Jumat dan Sabtu, restoran buka mulai pukul 11 pagi hingga 2 pagi. Beragam menu disajikan dengan dihiasi daun atau bebungaan. Tetapi bagi kaum Muslim, hati-hati untuk makan di sini karena restoran ini memiliki menu olahan babi. The Garden memiliki live musik dengan tema akustik setiap Rabu, Classic Rock setiap Jumat, dan Alternative setiap Sabtu.",-6.110338,106.737689
324,Wing Heng Hongkong Dimsum,Kuliner,Jakarta Utara,"Jl. Muara Karang Raya Blok Z-3 No.S/60, RT.13/RW.18, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta","Kedai China yang ramai dan menyajikan dim sum sepanjang hari, serta menu standar di tempat yang simpel. Ada banyak pilihan dimsum, mulai dari lumpia steam, hakau udang, bakpao telur asin, mantau crispy, hingga siomai babi. Selain itu, restoran oriental di Pluit Karang Utara ini melengkapi sajian dimsumnya dengan berbagai varian sup serta olahan nasi dan mi. Wing Heng Hongkong Dimsum dapat anda kunjungi kapan saja karena kedai ini buka 24 jam nonstop setiap hari.",-6.115634,106.776154
325,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta Barat,"Jl. Kemenangan Raya, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120","Pecinan Glodok, tepatnya di Pasar Petak Sembilan, Jakarta Barat merupakan salah satu tempat yang menjual berbagai macam kuliner khas China. Kawasan yang sebagaian besar dihuni oleh orang Tionghoa ini terkenal dengan kuliner khas China yang banyak dijajakan oleh para warga. Mulai dari kue keranjang, kue dodol, hingga kue lapis banyak dijajakan di sini. Dengan harga mulai dari Rp 30 ribu hingga Rp 100 ribu, ketiga jenis kue ini menjadi kue yang paling sering dibeli untuk melengkapi perayaan Imlek. Menurut sumber dari penjual, mereka mengaku bahwa kue yang dijajakan didatangkan langsung dari berbagai daerah. Karena berasal dari wilayah yang berbeda, kue-kue ini memilliki ciri khas tersendiri.",-6.1436722,106.8129398
326,Pecinan Glodok,Pusat Perbelanjaan,Jakarta Barat,"Ps. Glodok, Jl. Pancoran, RT.2/RW.1, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120","Kawasan Glodok yang dikenal sebagai pusat perdagangan elektronik sendiri dulunya merupakan bekas Penjara Glodok yang angker. Lokasi ini berada di seberang Glodok-Pancoran di kawasan Harco. Sebelum terjadi kerusuhan Mei 1998, kawasan ini sempat menjadi pusat belanja elektronik bagi wisatawan Jepang, Taiwan, dan Hongkong. Di Pinangsia, masyarakat bisa menemukan produk perlengkapan rumah tangga dan bangunan. Selain wisata belanja, pecinan Glodok-Pancoran juga merupakan situs sejarah awal mula Kota Jakarta. Setelah etnis Tionghoa bermukim dan membangun bisnis, serta perkebunan tebu, Batavia mulai berkembang pesat.",-6.1427588,106.8140791
327,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta Pusat,"Grand indonesia, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230","Grand Indonesia merupakan mal di Jakarta. Mal ini dibuka pada tahun 2007 oleh Presiden Susilo Bambang Yudhoyono. Pada tahun 2007, Hotel Indonesia mengalami pemugaran. Selanjutnya setelah dibuka kembali, hotel dikelola oleh grup Kempinski dan namanya diganti menjadi Hotel Indonesia-Kempinski.",-6.1951801,106.8204412
328,Mall Thamrin City,Pusat Perbelanjaan,Jakarta Pusat,"Jl. Kebon Melati 1, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230","Thamrin City atau Thamrin City Mall merupakan pusat perbelanjaan besar yang berada di Jakarta Pusat, yang lokasinya terletak ± 150 meter dari bundaran Hotel Indonesia dan ± 300 meter dari Pasar Tanah Abang, yang tepatnya berada di Jl. Thamrin Boulevard (d/h Kebon Kacang Raya) dengan akses berbagai arah antara lain dari Jl. Thamrin, Jl. Teluk Betung, maupun dari Jl. KH. Mas Mansyur",-6.1946096,106.817905
329,Pasar Seni,Pusat Perbelanjaan,Jakarta Pusat,"Jl. Pasar Senen, RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410","Pasar Seni merupakan Pusat kerajinan dan kesenian yang menjadi wadah bagi seniman berbakat untuk menyalurkan kerajinan seni yang mereka miliki. Seniman dapat bertemu dengan para kolektor seni dan pengusaha untuk saling berbagi informasi dan memasarkan produk yang dimiliki. Didirikan awal tahun 1977, dengan peletakan batu pertama oleh Bang Ali Sadikin, Gubernur pertama DKI Jakarta, tepatnya pada bulan Juli 1977. Dan diresmikan oleh Gubernur H. Tjokropanolo pada tanggal 17 Desember 1977. Sejak diresmikan Pasar Seni, mendapat sambutan positif bagi pada pecinta seni yang ada.",-6.1766868,106.8417666
330,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta Pusat,"Ps. Tanah Abang, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta","Pasar Tanah Abang atau Pasar Sabtu dibangun oleh Yustinus Vinck pada 30 Agustus 1735. Yustinus Vinck mendirikan Pasar Tanah Abang Pasar atas izin dari Gubernur Jenderal Abraham Patramini. Izin yang diberikan saat itu untuk Pasar Tanah Abang adalah untuk berjualan tekstil serta barang kelontong dan hanya buka setiap hari Sabtu. Oleh karena itu, pasar ini disebut Pasar Sabtu. Pasar ini mampu menyaingi Pasar Senen (Welter Vreden) yang sudah lebih dulu maju.\nPada tahun 1740 terjadi Peristiwa Geger Pecinan, yaitu pembantaian orang-orang Tionghoa, perusakan harta benda, termasuk Pasar Tanah Abang diporakporandakan dan dibakar. Pada tahun 1881, Pasar Tanah Abang kembali dibangun dan yang tadinya dibuka pada hari Sabtu, ditambah hari Rabu, sehingga Pasar Tanah Abang dibuka 2 kali seminggu. Bangunan Pasar pada mulanya sangat sederhana,terdiri dari dinding bambu dan papan serta atap rumbia dari 229 papan dan 139 petak bambu. Pasar Tanah Abang terus mengalami perbaikan hingga akhir abad ke-19 dan bagian lantainya mulai dikeraskan dengan pondasi adukan. Pada tahun 1913, Pasar Tanah Abang kembali diperbaiki. Pada tahun 1926 pemerintah Batavia membongkar Pasar Tanah Abang dan diganti bangunan permanen berupa tiga los panjang dari tembok dan papan serta beratap genteng, dengan kantor pasarnya berada di atas bangunan pasar mirip kandang burung. Pelataran parkir di depan pasar menjadi tempat parkir kuda-kuda penarik delman dan gerobak. Di situ tersedia kobakan air yang cukup besar, dan di seberang jalan ada toko yang khusus menjual dedak makanan kuda. Beberapa puluh meter dari toko dedak ada sebuah gang yang dikenal sebagai Gang Madat, tempat lokalisasi para pemadat.\nPada zaman pendudukan Jepang, pasar ini hampir tidak berfungsi, dan menjadi tempat para gelandangan.\nPasar Tanah Abang semakin berkembang setelah dibangunnya Stasiun Tanah Abang. Di tempat tersebut mulai dibangun tempat-tempat seperti Masjid Al Makmur dan Klenteng Hok Tek Tjen Sien yang keduanya seusia dengan Pasar Tanah Abang. Pada tahun 1973, Pasar Tanah Abang diremajakan, diganti dengan 4 bangunan berlantai empat, dan sudah mengalami dua kali kebakaran, pertama tanggal 30 Desember 1978, Blok A di lantai tiga dan kedua menimpa Blok B tanggal 13 Agustus 1979. Pada tahun 1975 tercatat kiosnya ada 4.351 buah dengan 3.016 pedagang.",-6.1890096,106.8119312
331,Plaza Indonesia,Pusat Perbelanjaan,Jakarta Pusat,"Plaza Indonesia, Jl. M.H. Thamrin No.Kav. 28-30, Gondangdia, Menteng, Kota Jakarta Pusat, Jakarta 10350","Plaza Indonesia diresmikan pada awal tahun 1990, terdiri dari empat lantai pertokoan kelas atas dengan luas 38.050 m2. Pusat perbelanjaan ini terletak di Bundaran Hotel Indonesia, tepatnya pada perantara jalan M.H. Thamrin dan jalan Kebon Kacang Raya di kawasan bisnis utama Jakarta.\nPlaza Indonesia juga dilengkapi dengan hotel Grand Hyatt Jakarta, sebuah hotel bintang lima berlantai 28 yang resmi dibuka juga pada awal tahun 1990. Hotel ini memiliki lebih dari 300 kamar dengan desain modern minimalis, restoran-restoran eksklusif, dan fasilitas yang sangat lengkap.\nPengembangan Plaza Indonesia berlanjut ketika Entertainment X'nter dibuka disebelah gedung yang ada dengan membidik pangsa pasar anak muda. Kedua gedung disambung dengan sebuah jembatan yang dikelilingi toko-toko.\nKini, Plaza Indonesia telah dilengkapi dengan gedung perkantoran The Plaza Office Tower dan apartement The Keraton Grand Hyatt Residences.\nPlaza Indonesia dikembangkan oleh PT Global Land Development Tbk (sebelumnya bernama PT Kridaperdana Indahgraha Tbk).",-6.1939259,106.8222158
332,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta Selatan,"Jl. Kyai Maja, RT.7/RW.1, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120","Taman Puring bukanlah taman secara harfiah. Sejak eksis di tahun 1960 silam, Taman Puring adalah sebuah pasar. Selama bertahun-tahun, pasar ini sempat menjadi pasar gelap alias pasar barang-barang ilegal. Antara tahun 1980-1990an, pasar ini makin dijauhi masyarakat karena menjadi sentra barang-barang hasil tindakan kriminal. Sejak terbakar pada 2002, Pasar Taman Puring perlahan berbenah diri hingga sekarang menjadi destinasi belanja akhir pekan favorit warga Jakarta. Ada ratusan kios sepatu pria mulai dari sepatu kulit, sepatu gunung, sepatu futsal, hingga sepatu gaul khas anak muda. Beragam merk mulai dari Adidas, Caterpillar, Nike, Karrimor, Vans, hingga Converse tersedia dalam berbagai model dan warna.",-6.241369,106.7890587
333,Arundina Mart,Pusat Perbelanjaan,Jakarta Timur,"JL. Lap. Tembak Ruko1-2, RT.1/RW.4, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720","Minimarket pertama dan tertua yang ada dikawasan Cibubur ini masih tetap eksis sampai sekarang. Bahkan namanya sendiri menjadi ikon landmark bagi orang yang tinggal di dekat tempat ini. Posisinya yang strategis menjadikan lokasi sisi selalu ramai dengan lalu lalang orang dan kendaraan. Arsitektur gedung yang masih mempertahankan kesan klasik tidak mempengaruhi animo masyarakat untuk tetap berbelanja disini. Menyediakan perlengkapan rumah tangga, bahan kue, makanan kecil dan permen jadul, snacks, kebutuhan plastik, dus/kemasan, perlengkapan art craft, perlengkapan sekolah, alat tulis, perlengkapan kado, tas goodie bag, sendal, perlengkapan bayi, susu dan perlengkapan tanaman hias.",-6.351959,106.883855
334,Hutan Kota Srengseng,Taman Hiburan,Jakarta Barat,"Jl. Hutan Kota, RT.8/RW.6, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630","Selain Taman Hutan Mangrove dan Pantai Indah Kapuk, salah satu taman yang sudah cukup terkenal lama bisa dijumpai di sekitar Universitas Indonesia Depok, letaknya di pinggiran Jakarta, namanya Hutan Kota Srengseng. Sesuai namanya, kawasan wisata ini terletak di daerah Srengseng Kembangan Jakbar, letaknya dekat dengan daerah Kemayoran, Kebon Jeruk serta Rawa Buaya. Hutan Srengseng ini menjadi salah satu kawasan alam hijua yang bisa dijumpai di Daerah Khusus Ibukota Jakarta. Namun perlu diketahui bukan Srengseng Sawah ya, itu sudah berbeda. Kehadiran Taman Kota ini memberikan peran penting di sektor alam Jakarta yang tengah mengalami perkembangan cukup pesat.",-6.2106945,106.7643954
335,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta Barat,"Jl. Letjen S. Parman No.106, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470","Jika telah mengunjungi Seaworld Ancol, mungkin sudah tidak asing lagi dengan serunya menyaksikan biota laut. Jika belum puas, pengunjung dapat mencoba mengunjungi wisata satwa laut unik di Jakarta Aquarium. Jakarta Aquarium menempati areal seluas ±7000 m2 ini menawarkan atraksi wisata laut modern yang tidak hanya menghibur, juga edukatif. Meskipun tidak seluas SeaWorld Ancol, taman rekreasi ini juga menawarkan wahana dan atraksi yang tak kalah menariknya.",-6.174678,106.790007
336,Skyrink - Mall Taman Anggrek,Taman Hiburan,Jakarta Barat,"Mall, Taman Anggrek, RT.12/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Salah satu arena ice skating Jakarta adalah Ice Skating Taman Anggrek. Area ice skating di Taman Anggrek dibuat seluas 1.248 meter persegi. Ice Skating Termegah Di Indonesia adalaH di Taman Anggrek. Tidak hanya termegah di Indonesia tetapi juga termegah di Asia.Maka dari itu tidak mengherankan bahwa banyak sekali pengunjung yang datang.,-6.178996,106.791941
337,Taman Kota Cattleya,Taman Hiburan,Jakarta Barat,"Jl. Letjen S. Parman, RT.15/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Kehadiran Taman Cattleya tentu saja sangat bermanfaat bagi masyarakat Ibu Kota, ditengah situasi penatnya kemacetan, tumpukkan pekerjaan, serta polusi yang menjadi ancaman bagi kota-kota besar. Lokasi Taman Cattleya sangat strategis bagi mereka anda yang sedang bingung mencari tempat yang pas di akhir pekan. Lokasi Taman Cattleya berada di dekat pusat perbelanjaan yang sangat terkenal, yaitu Mall Taman Anggrek.",-6.1810843,106.7954476
338,Jakarta Planetarium,Taman Hiburan,Jakarta Pusat,"Jl. Cikini Raya No.73, RT.8/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330","Planetarium dan Observatorium Jakarta adalah satu dari tiga wahana simulasi langit di Indonesia selain di Kutai, Kalimantan Timur, dan Surabaya, Jawa Timur. Planetarium tertua ini letaknya di Taman Ismail Marzuki, Jakarta. Planetarium Jakarta merupakan sarana wisata pendidikan yang dapat menyajikan pertunjukan / peragaan simulasi perbintangan atau benda-benda langit. Pengunjung diajak mengembara di jagat raya untuk memahami konsepsi tentang alam semesta melalui acara demi acara. Planetarium Jakarta berdiri tahun 1964 diprakarsai Presiden Soekarno dan diserahkan ke Pemerintah Provinsi DKI Jakarta pada 1969. Di tempat ini juga tersedia ruang pameran benda- benda angkasa yang menyuguhkan berbagai foto serta keterangan lengkap dari berbagai bentuk galaksi, teori-teori pembentukan galaksi disertai pengenalan tokoh-tokoh di balik munculnya teori.",-6.1900819,106.8388532
339,Taman Lapangan Banteng,Taman Hiburan,Jakarta Pusat,"Jl. Banteng Selatan, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710","Lapangan Banteng, dulu bernama Waterlooplein (bahasa Belanda: plein = lapangan) yaitu suatu lapangan yang terletak di Weltevreden, Batavia; tidak jauh dari Gereja Katedral Jakarta. Pada masa itu, Lapangan Banteng dikenal dengan sebutan Lapangan Singa[1] karena di tengahnya terpancang tugu peringatan kemenangan pertempuran di Waterloo, dengan patung singa di atasnya. Pertempuran Waterloo tersebut terjadi tanggal 18 Juni 1815 di dekat kota Waterloo, yaitu sekitar 15 km ke arah selatan dari ibu kota Belgia, Brussels. Pertempuran itu merupakan pertempuran terakhir Napoleon melawan pasukan gabungan Inggris-Belanda-Jerman. Pertempuran ini juga dicatat dalam sejarah sebagai penutup dari seratus hari sejak larinya Napoleon dari pengasingannya di pulau Elba. Sedangkan Tugu Singa tersebut didirikan pada zaman pemerintahan pendudukan tentara Jepang (1942-1945). Setelah Indonesia merdeka, namanya diganti menjadi Lapangan Banteng. Terdapat kemungkinan pada zaman dahulu tempat yang kini menjadi lapangan itu dihuni berbagai macam satwa liar seperti macan, kijang, dan banteng. Pada waktu J.P. Coen membangun kota Batavia di dekat muara Ciliwung, lapangan tersebut dan sekelilingnya masih berupa hutan belantara yang sebagian berpaya–paya. Sebelah timur dijalan Lapangan banteng timur tedapat Kantor Satlantas Polres jakarta Pusat.",-6.170555,106.8350378
340,Taman Menteng,Taman Hiburan,Jakarta Pusat,"Jl. HOS. Cokroaminoto, RT.3/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310","Taman Menteng adalah sebuah taman yang berlokasi di kawasan Menteng, Jakarta Pusat. Taman ini dulunya ditempati oleh Stadion Menteng.\nTaman ini berdiri di atas lahan seluas 2,9 hektar, dan memiliki koleksi 30 spesies tanaman yang berbeda. Taman Menteng juga memiliki beragam fasilitas pendukung seperti taman bermain untuk anak-anak serta lapangan futsal dan basket. Uniknya, di taman ini terdapat pula 44 sumur resapan untuk membantu penyerapan air hujan ke dalam tanah.",-6.1964087,106.8293106
